,U3_HNV10CT104,U3_HNV10CT111,U3_HNV10CT102,U3_HNV10CT103
2017-01-04|06:08:58.000,32.18835,25.77037,28.25581,37.32857
2017-01-04|06:09:08.000,32.19097,25.70168,28.25112,37.32095
2017-01-04|06:09:18.000,32.20173,25.77452,28.24643,37.31334
2017-01-04|06:09:28.000,32.2125,25.81625,28.24174,37.33322
2017-01-04|06:09:38.000,32.23478,25.69156,28.25315,37.35001
2017-01-04|06:09:48.000,32.24603,25.69677,28.26285,37.39106
2017-01-04|06:09:58.000,32.2512,25.70001,28.25978,37.4809
2017-01-04|06:10:08.000,32.25637,25.72772,28.2508,37.73194
2017-01-04|06:10:18.000,32.26154,25.69806,28.26337,37.91039
2017-01-04|06:10:28.000,32.26671,25.77868,28.25305,37.98803
2017-01-04|06:10:38.000,32.24302,25.77447,28.24272,37.99766
2017-01-04|06:10:48.000,32.2629,25.69907,28.27484,37.98473
2017-01-04|06:10:58.000,32.25436,25.77872,28.26105,37.95202
2017-01-04|06:11:08.000,32.25983,25.73825,28.25215,37.91827
2017-01-04|06:11:18.000,32.24389,25.74083,28.24325,37.88452
2017-01-04|06:11:28.000,32.2358,25.78576,28.26901,37.83247
2017-01-04|06:11:38.000,32.229,25.70012,28.27822,37.84479
2017-01-04|06:11:48.000,32.2222,25.77797,28.28744,37.87328
2017-01-04|06:11:58.000,32.20725,25.72968,28.28469,37.8973
2017-01-04|06:12:08.000,32.19761,25.70558,28.27179,37.92701
2017-01-04|06:12:18.000,32.20718,25.77977,28.29188,37.91085
2017-01-04|06:12:28.000,32.21629,25.69143,28.29704,37.88135
2017-01-04|06:12:38.000,32.21455,25.6929,28.3022,37.91606
2017-01-04|06:12:48.000,32.21281,25.73441,28.30736,37.9509
2017-01-04|06:12:58.000,32.21108,25.71889,28.31252,38.00163
2017-01-04|06:13:08.000,32.20935,25.78355,28.30697,37.92949
2017-01-04|06:13:18.000,32.20761,25.73683,28.30684,37.7255
2017-01-04|06:13:28.000,32.20588,25.71245,28.29342,37.56511
2017-01-04|06:13:38.000,32.20414,25.70619,28.30872,37.46161
2017-01-04|06:13:48.000,32.20241,25.71686,28.2962,37.37535
2017-01-04|06:13:58.000,32.20068,25.75525,28.31161,37.32434
2017-01-04|06:14:08.000,32.19894,25.70586,28.29442,37.28706
2017-01-04|06:14:18.000,32.19721,25.69873,28.31302,37.30269
2017-01-04|06:14:28.000,32.19548,25.75307,28.30703,37.3435
2017-01-04|06:14:38.000,32.19374,25.74599,28.30103,37.37787
2017-01-04|06:14:48.000,32.19201,25.69025,28.29503,37.42602
2017-01-04|06:14:58.000,32.18938,25.74043,28.30041,37.47075
2017-01-04|06:15:08.000,32.18132,25.73672,28.31024,37.49703
2017-01-04|06:15:18.000,32.17325,25.73084,28.29802,37.54015
2017-01-04|06:15:28.000,32.16518,25.77186,28.30794,37.6152
2017-01-04|06:15:38.000,32.18337,25.78066,28.31231,37.56713
2017-01-04|06:15:48.000,32.18148,25.76209,28.29291,37.5176
2017-01-04|06:15:58.000,32.16255,25.71507,28.29438,37.46395
2017-01-04|06:16:08.000,32.15965,25.76823,28.29586,37.44125
2017-01-04|06:16:18.000,32.15674,25.74986,28.29733,37.45562
2017-01-04|06:16:28.000,32.15384,25.73765,28.29881,37.4695
2017-01-04|06:16:38.000,32.15094,25.70587,28.30028,37.48244
2017-01-04|06:16:48.000,32.14803,25.73663,28.30176,37.49615
2017-01-04|06:16:58.000,32.14513,25.77934,28.30323,37.51137
2017-01-04|06:17:08.000,32.14223,25.78289,28.3047,37.52659
2017-01-04|06:17:18.000,32.13932,25.70438,28.30618,37.54181
2017-01-04|06:17:28.000,32.11913,25.70056,28.30765,37.57515
2017-01-04|06:17:38.000,32.15388,25.71258,28.30912,37.70822
2017-01-04|06:17:48.000,32.1763,25.78373,28.3106,37.88425
2017-01-04|06:17:58.000,32.16515,25.74146,28.31207,37.92847
2017-01-04|06:18:08.000,32.16837,25.69918,28.31355,37.92467
2017-01-04|06:18:18.000,32.1716,25.78432,28.31502,37.92087
2017-01-04|06:18:28.000,32.17483,25.74979,28.31649,37.91706
2017-01-04|06:18:38.000,32.17805,25.72359,28.31971,37.91326
2017-01-04|06:18:48.000,32.18128,25.72784,28.32633,37.90946
2017-01-04|06:18:58.000,32.18451,25.77236,28.33295,37.90565
2017-01-04|06:19:08.000,32.18774,25.73247,28.33957,37.93018
2017-01-04|06:19:18.000,32.17257,25.79032,28.32942,37.91171
2017-01-04|06:19:28.000,32.17992,25.77419,28.32162,37.89322
2017-01-04|06:19:38.000,32.16557,25.76434,28.34377,37.88173
2017-01-04|06:19:48.000,32.1748,25.75162,28.3473,37.89252
2017-01-04|06:19:58.000,32.18555,25.69104,28.35084,37.9033
2017-01-04|06:20:08.000,32.19748,25.70268,28.35438,37.9195
2017-01-04|06:20:18.000,32.2104,25.78119,28.35791,37.94143
2017-01-04|06:20:28.000,32.23183,25.74421,28.36145,37.97248
2017-01-04|06:20:38.000,32.2257,25.73004,28.36498,38.00354
2017-01-04|06:20:48.000,32.19986,25.78325,28.36852,38.02956
2017-01-04|06:20:58.000,32.17553,25.77368,28.34504,38.01518
2017-01-04|06:21:08.000,32.15973,25.68913,28.34841,37.9777
2017-01-04|06:21:18.000,32.1505,25.74124,28.3666,37.9387
2017-01-04|06:21:28.000,32.14127,25.75582,28.35365,37.91632
2017-01-04|06:21:38.000,32.14121,25.78751,28.35701,37.89349
2017-01-04|06:21:48.000,32.1444,25.74172,28.3699,37.87066
2017-01-04|06:21:58.000,32.14759,25.69592,28.37174,37.84813
2017-01-04|06:22:08.000,32.15078,25.71667,28.37358,37.82711
2017-01-04|06:22:18.000,32.15397,25.73457,28.37543,37.81993
2017-01-04|06:22:28.000,32.15716,25.69148,28.37727,37.81274
2017-01-04|06:22:38.000,32.16035,25.71665,28.37912,37.80556
2017-01-04|06:22:48.000,32.16354,25.85318,28.38096,37.82944
2017-01-04|06:22:58.000,32.19124,25.81535,28.3828,37.83807
2017-01-04|06:23:08.000,32.19428,25.82793,28.38465,37.8467
2017-01-04|06:23:18.000,32.19732,25.88102,28.38649,37.85532
2017-01-04|06:23:28.000,32.20036,25.69781,28.38833,37.86395
2017-01-04|06:23:38.000,32.2034,25.70374,28.39018,37.87258
2017-01-04|06:23:48.000,32.20644,25.76765,28.39202,37.88121
2017-01-04|06:23:58.000,32.20948,25.7701,28.39386,37.88984
2017-01-04|06:24:08.000,32.21252,25.75961,28.39019,37.89846
2017-01-04|06:24:18.000,32.21556,25.74747,28.37944,37.90977
2017-01-04|06:24:28.000,32.22293,25.69082,28.37151,37.92966
2017-01-04|06:24:38.000,32.23184,25.72515,28.38393,37.97216
2017-01-04|06:24:48.000,32.24075,25.83765,28.38683,38.09009
2017-01-04|06:24:58.000,32.25161,25.89004,28.39183,38.1813
2017-01-04|06:25:08.000,32.26284,25.79759,28.37893,38.15591
2017-01-04|06:25:18.000,32.27671,25.89751,28.40992,38.1355
2017-01-04|06:25:28.000,32.29285,25.81435,28.40242,38.12515
2017-01-04|06:25:38.000,32.30597,25.86604,28.41961,38.11479
2017-01-04|06:25:48.000,32.31889,25.89014,28.41685,38.07827
2017-01-04|06:25:58.000,32.32201,25.83816,28.41276,38.05087
2017-01-04|06:26:08.000,32.32447,25.818,28.40866,38.01105
2017-01-04|06:26:18.000,32.32693,25.8559,28.40457,37.97124
2017-01-04|06:26:28.000,32.3294,25.8938,28.40048,37.93323
2017-01-04|06:26:38.000,32.33186,25.85314,28.39639,37.94334
2017-01-04|06:26:48.000,32.33432,25.80389,28.4195,37.95662
2017-01-04|06:26:58.000,32.33678,25.87716,28.41017,37.96989
2017-01-04|06:27:08.000,32.33924,25.90219,28.39671,37.98458
2017-01-04|06:27:18.000,32.3417,25.8997,28.40915,37.99466
2017-01-04|06:27:28.000,32.34416,25.89721,28.41227,37.95648
2017-01-04|06:27:38.000,32.348,25.89473,28.40409,37.94813
2017-01-04|06:27:48.000,32.35361,25.89224,28.42174,37.93978
2017-01-04|06:27:58.000,32.35923,25.88975,28.42619,37.93143
2017-01-04|06:28:08.000,32.36484,25.88726,28.43064,37.93943
2017-01-04|06:28:18.000,32.37045,25.88478,28.43509,37.94212
2017-01-04|06:28:28.000,32.38625,25.88229,28.43954,37.95797
2017-01-04|06:28:38.000,32.38313,25.8798,28.44399,37.99031
2017-01-04|06:28:48.000,32.37258,25.87732,28.43846,38.03936
2017-01-04|06:28:58.000,32.37536,25.87483,28.42382,38.1411
2017-01-04|06:29:08.000,32.37814,25.87234,28.42914,38.20619
2017-01-04|06:29:18.000,32.38092,25.86985,28.43293,38.18658
2017-01-04|06:29:28.000,32.3837,25.86737,28.44312,38.14267
2017-01-04|06:29:38.000,32.38647,25.86488,28.42877,38.09171
2017-01-04|06:29:48.000,32.38926,25.86239,28.44465,38.04449
2017-01-04|06:29:58.000,32.39203,25.85991,28.43683,38.00176
2017-01-04|06:30:08.000,32.39481,25.85742,28.42901,37.9718
2017-01-04|06:30:18.000,32.3967,25.85493,28.42119,37.96479
2017-01-04|06:30:28.000,32.3929,25.85244,28.42533,37.97972
2017-01-04|06:30:38.000,32.3891,25.84996,28.42385,37.99466
2017-01-04|06:30:48.000,32.3853,25.84747,28.42881,38.00959
2017-01-04|06:30:58.000,32.3815,25.84498,28.43377,38.02452
2017-01-04|06:31:08.000,32.37769,25.84249,28.43874,38.01271
2017-01-04|06:31:18.000,32.37389,25.84001,28.4437,37.86992
2017-01-04|06:31:28.000,32.3696,25.83752,28.42401,37.71927
2017-01-04|06:31:38.000,32.36433,25.83504,28.43044,37.56399
2017-01-04|06:31:48.000,32.35906,25.83255,28.44179,37.46556
2017-01-04|06:31:58.000,32.35379,25.83006,28.41931,37.4785
2017-01-04|06:32:08.000,32.34852,25.82758,28.41673,37.4923
2017-01-04|06:32:18.000,32.36518,25.82509,28.41415,37.53856
2017-01-04|06:32:28.000,32.34673,25.82261,28.41157,37.57131
2017-01-04|06:32:38.000,32.32828,25.82012,28.40899,37.59122
2017-01-04|06:32:48.000,32.36824,25.81763,28.40641,37.57648
2017-01-04|06:32:58.000,32.36107,25.81515,28.40384,37.57409
2017-01-04|06:33:08.000,32.3539,25.81266,28.40126,37.58272
2017-01-04|06:33:18.000,32.34673,25.81017,28.39868,37.59135
2017-01-04|06:33:28.000,32.33285,25.80769,28.3961,37.59998
2017-01-04|06:33:38.000,32.31776,25.8052,28.41215,37.6086
2017-01-04|06:33:48.000,32.30341,25.80272,28.39462,37.61723
2017-01-04|06:33:58.000,32.29278,25.80023,28.38655,37.70103
2017-01-04|06:34:08.000,32.28955,25.79774,28.37848,37.69619
2017-01-04|06:34:18.000,32.28633,25.79526,28.37042,37.63128
2017-01-04|06:34:28.000,32.2831,25.80927,28.37209,37.54047
2017-01-04|06:34:38.000,32.27987,25.84473,28.38881,37.48491
2017-01-04|06:34:48.000,32.27665,25.88018,28.37919,37.46004
2017-01-04|06:34:58.000,32.27342,25.815,28.37442,37.43834
2017-01-04|06:35:08.000,32.27019,25.79809,28.36798,37.41785
2017-01-04|06:35:18.000,32.25843,25.86678,28.36665,37.47953
2017-01-04|06:35:28.000,32.23658,25.86726,28.36532,37.51106
2017-01-04|06:35:38.000,32.22366,25.82728,28.36399,37.46793
2017-01-04|06:35:48.000,32.20032,25.79927,28.36266,37.39819
2017-01-04|06:35:58.000,32.1926,25.8308,28.36132,37.32703
2017-01-04|06:36:08.000,32.19544,25.84691,28.35999,37.26667
2017-01-04|06:36:18.000,32.19828,25.83078,28.35866,37.23375
2017-01-04|06:36:28.000,32.20112,25.80013,28.35733,37.23829
2017-01-04|06:36:38.000,32.20396,25.82725,28.356,37.24283
2017-01-04|06:36:48.000,32.2068,25.84302,28.35467,37.24737
2017-01-04|06:36:58.000,32.20964,25.81229,28.35334,37.25191
2017-01-04|06:37:08.000,32.21248,25.81724,28.35201,37.25645
2017-01-04|06:37:18.000,32.21532,25.85464,28.35068,37.27633
2017-01-04|06:37:28.000,32.21006,25.7976,28.34935,37.29754
2017-01-04|06:37:38.000,32.20012,25.8963,28.34802,37.3372
2017-01-04|06:37:48.000,32.19025,25.89443,28.34669,37.44803
2017-01-04|06:37:58.000,32.18243,25.86698,28.34536,37.65501
2017-01-04|06:38:08.000,32.1746,25.70422,28.34403,37.79582
2017-01-04|06:38:18.000,32.16678,25.70213,28.36752,37.82477
2017-01-04|06:38:28.000,32.16287,25.68731,28.35579,37.81693
2017-01-04|06:38:38.000,32.16039,25.78723,28.34406,37.80909
2017-01-04|06:38:48.000,32.15791,25.72963,28.35857,37.80027
2017-01-04|06:38:58.000,32.15542,25.77958,28.34423,37.75404
2017-01-04|06:39:08.000,32.15294,25.71852,28.35705,37.72432
2017-01-04|06:39:18.000,32.15046,25.72966,28.37055,37.69764
2017-01-04|06:39:28.000,32.14797,25.74938,28.3733,37.68686
2017-01-04|06:39:38.000,32.14548,25.72578,28.37605,37.67607
2017-01-04|06:39:48.000,32.143,25.75054,28.37879,37.67868
2017-01-04|06:39:58.000,32.14051,25.69141,28.38154,37.68903
2017-01-04|06:40:08.000,32.13103,25.71384,28.38428,37.7095
2017-01-04|06:40:18.000,32.1185,25.73627,28.38703,37.69585
2017-01-04|06:40:28.000,32.13312,25.75871,28.38977,37.53414
2017-01-04|06:40:38.000,32.12833,25.78114,28.39252,37.3573
2017-01-04|06:40:48.000,32.12923,25.72971,28.36987,37.23914
2017-01-04|06:40:58.000,32.11403,25.68162,28.39333,37.16154
2017-01-04|06:41:08.000,32.10524,25.67466,28.39265,37.09858
2017-01-04|06:41:18.000,32.09692,25.6677,28.39024,37.02747
2017-01-04|06:41:28.000,32.08859,25.66075,28.38782,37.03706
2017-01-04|06:41:38.000,32.06091,25.65379,28.38541,37.04664
2017-01-04|06:41:48.000,32.04731,25.64684,28.383,37.0813
2017-01-04|06:41:58.000,32.03483,25.63988,28.38058,37.09977
2017-01-04|06:42:08.000,32.02966,25.63292,28.37817,37.0786
2017-01-04|06:42:18.000,32.02449,25.62597,28.37576,37.0816
2017-01-04|06:42:28.000,32.01932,25.61901,28.37335,37.08461
2017-01-04|06:42:38.000,32.01416,25.61205,28.37094,37.08762
2017-01-04|06:42:48.000,32.00704,25.6051,28.36534,37.09062
2017-01-04|06:42:58.000,31.98718,25.59814,28.3492,37.09363
2017-01-04|06:43:08.000,31.97644,25.59118,28.36054,37.09664
2017-01-04|06:43:18.000,31.96753,25.58422,28.34868,37.09964
2017-01-04|06:43:28.000,31.95862,25.57727,28.36741,37.10265
2017-01-04|06:43:38.000,31.94971,25.67155,28.34346,37.25507
2017-01-04|06:43:48.000,31.94081,25.60239,28.3492,37.29121
2017-01-04|06:43:58.000,31.9319,25.59262,28.35493,37.22371
2017-01-04|06:44:08.000,31.923,25.58289,28.36067,37.13457
2017-01-04|06:44:18.000,31.91409,25.61444,28.3664,37.07705
2017-01-04|06:44:28.000,31.90699,25.62365,28.34358,37.02096
2017-01-04|06:44:38.000,31.91177,25.59889,28.3445,37.0055
2017-01-04|06:44:48.000,31.91656,25.58894,28.34541,37.02398
2017-01-04|06:44:58.000,31.92134,25.58438,28.34633,37.00427
2017-01-04|06:45:08.000,31.92612,25.66289,28.34724,36.98178
2017-01-04|06:45:18.000,31.9309,25.61743,28.34816,36.95163
2017-01-04|06:45:28.000,31.95725,25.64887,28.34907,36.96888
2017-01-04|06:45:38.000,31.95145,25.60933,28.34999,37.00596
2017-01-04|06:45:48.000,31.94564,25.64723,28.3509,37.02585
2017-01-04|06:45:58.000,31.93984,25.66651,28.35182,37.04502
2017-01-04|06:46:08.000,31.93404,25.58951,28.35274,37.06419
2017-01-04|06:46:18.000,31.92823,25.60814,28.35365,37.08479
2017-01-04|06:46:28.000,31.92243,25.62677,28.35457,37.11035
2017-01-04|06:46:38.000,31.91662,25.6454,28.35548,37.12014
2017-01-04|06:46:48.000,31.91082,25.66403,28.3564,37.10529
2017-01-04|06:46:58.000,31.90284,25.68266,28.35731,37.12377
2017-01-04|06:47:08.000,31.88764,25.65709,28.35823,37.1886
2017-01-04|06:47:18.000,31.87544,25.59207,28.35914,37.44735
2017-01-04|06:47:28.000,31.86587,25.6111,28.36006,37.59855
2017-01-04|06:47:38.000,31.85629,25.61056,28.36098,37.60772
2017-01-04|06:47:48.000,31.84931,25.65453,28.36189,37.58318
2017-01-04|06:47:58.000,31.84285,25.57825,28.3628,37.52879
2017-01-04|06:48:08.000,31.8364,25.59657,28.36372,37.48816
2017-01-04|06:48:18.000,31.82994,25.61489,28.36463,37.46659
2017-01-04|06:48:28.000,31.77702,25.63321,28.36555,37.44102
2017-01-04|06:48:38.000,31.77164,25.65153,28.36646,37.45262
2017-01-04|06:48:48.000,31.76625,25.66984,28.36738,37.467
2017-01-04|06:48:58.000,31.76087,25.57497,28.36829,37.48137
2017-01-04|06:49:08.000,31.75549,25.5823,28.35219,37.49488
2017-01-04|06:49:18.000,31.74709,25.58963,28.3673,37.50664
2017-01-04|06:49:28.000,31.72863,25.59696,28.36042,37.52814
2017-01-04|06:49:38.000,31.72194,25.60429,28.3692,37.5929
2017-01-04|06:49:48.000,31.71763,25.61161,28.37294,37.50976
2017-01-04|06:49:58.000,31.71333,25.61894,28.37668,37.3019
2017-01-04|06:50:08.000,31.70903,25.62627,28.38042,37.12609
2017-01-04|06:50:18.000,31.70473,25.6336,28.38416,36.9954
2017-01-04|06:50:28.000,31.70042,25.64093,28.38791,36.88097
2017-01-04|06:50:38.000,31.70735,25.64825,28.39165,36.81946
2017-01-04|06:50:48.000,31.71657,25.65558,28.36912,36.8287
2017-01-04|06:50:58.000,31.72575,25.66291,28.37022,36.83794
2017-01-04|06:51:08.000,31.73358,25.67023,28.37132,36.84802
2017-01-04|06:51:18.000,31.74141,25.67756,28.37242,36.85978
2017-01-04|06:51:28.000,31.74924,25.65529,28.37352,36.8711
2017-01-04|06:51:38.000,31.7685,25.60288,28.37461,36.87944
2017-01-04|06:51:48.000,31.77468,25.64867,28.37571,36.88778
2017-01-04|06:51:58.000,31.77071,25.6207,28.37681,36.89698
2017-01-04|06:52:08.000,31.76673,25.63918,28.37791,36.93598
2017-01-04|06:52:18.000,31.76276,25.63142,28.37901,36.97281
2017-01-04|06:52:28.000,31.75878,25.58934,28.38011,37.00786
2017-01-04|06:52:38.000,31.75481,25.61827,28.38121,37.05499
2017-01-04|06:52:48.000,31.75039,25.64719,28.38231,37.24602
2017-01-04|06:52:58.000,31.74301,25.67612,28.3834,37.4347
2017-01-04|06:53:08.000,31.73563,25.57479,28.3845,37.54343
2017-01-04|06:53:18.000,31.72824,25.60097,28.3856,37.56696
2017-01-04|06:53:28.000,31.74227,25.62713,28.3867,37.59049
2017-01-04|06:53:38.000,31.74134,25.65331,28.3878,37.59065
2017-01-04|06:53:48.000,31.73058,25.67947,28.3889,37.54475
2017-01-04|06:53:58.000,31.74653,25.58683,28.38999,37.50696
2017-01-04|06:54:08.000,31.73529,25.60719,28.39109,37.4677
2017-01-04|06:54:18.000,31.72748,25.62754,28.39219,37.41792
2017-01-04|06:54:28.000,31.74268,25.64789,28.39329,37.38557
2017-01-04|06:54:38.000,31.76368,25.66825,28.39438,37.37969
2017-01-04|06:54:48.000,31.77982,25.57948,28.377,37.41108
2017-01-04|06:54:58.000,31.78479,25.62176,28.39414,37.41589
2017-01-04|06:55:08.000,31.78975,25.66403,28.3693,37.42177
2017-01-04|06:55:18.000,31.79472,25.58611,28.37647,37.42765
2017-01-04|06:55:28.000,31.79969,25.61429,28.38364,37.43353
2017-01-04|06:55:38.000,31.77965,25.64248,28.39081,37.44032
2017-01-04|06:55:48.000,31.79042,25.67066,28.40228,37.47334
2017-01-04|06:55:58.000,31.80119,25.63297,28.41947,37.49838
2017-01-04|06:56:08.000,31.82867,25.62687,28.40068,37.52342
2017-01-04|06:56:18.000,31.82267,25.5811,28.40765,37.56248
2017-01-04|06:56:28.000,31.81666,25.63606,28.41462,37.69645
2017-01-04|06:56:38.000,31.81066,25.67449,28.41792,37.70354
2017-01-04|06:56:48.000,31.80466,25.60121,28.39643,37.66545
2017-01-04|06:56:58.000,31.80146,25.6525,28.40174,37.59077
2017-01-04|06:57:08.000,31.7993,25.61328,28.40911,37.5152
2017-01-04|06:57:18.000,31.79715,25.67251,28.41648,37.50226
2017-01-04|06:57:28.000,31.795,25.62255,28.41279,37.48932
2017-01-04|06:57:38.000,31.79284,25.57925,28.40228,37.47638
2017-01-04|06:57:48.000,31.79069,25.59981,28.41148,37.46094
2017-01-04|06:57:58.000,31.78854,25.67832,28.40156,37.41799
2017-01-04|06:58:08.000,31.78638,25.62111,28.40431,37.38236
2017-01-04|06:58:18.000,31.78423,25.68229,28.41488,37.34897
2017-01-04|06:58:28.000,31.78208,25.62444,28.4013,37.31558
2017-01-04|06:58:38.000,31.77992,25.64453,28.41436,37.34266
2017-01-04|06:58:48.000,31.77777,25.5989,28.40429,37.35882
2017-01-04|06:58:58.000,31.73956,25.65406,28.41718,37.35421
2017-01-04|06:59:08.000,31.7211,25.63057,28.41215,37.34529
2017-01-04|06:59:18.000,31.71505,25.58211,28.40043,37.33638
2017-01-04|06:59:28.000,31.709,25.61756,28.39223,37.32887
2017-01-04|06:59:38.000,31.70294,25.65302,28.38717,37.32148
2017-01-04|06:59:48.000,31.69689,25.57385,28.3821,37.31408
2017-01-04|06:59:58.000,31.69083,25.5681,28.37704,37.29979
2017-01-04|07:00:08.000,31.68478,25.56235,28.37198,37.30263
2017-01-04|07:00:18.000,31.67873,25.55659,28.38289,37.31166
2017-01-04|07:00:28.000,31.67267,25.55084,28.3716,37.34588
2017-01-04|07:00:38.000,31.66662,25.54508,28.37746,37.3627
2017-01-04|07:00:48.000,31.66057,25.53933,28.38333,37.40252
2017-01-04|07:00:58.000,31.65451,25.53357,28.38919,37.48607
2017-01-04|07:01:08.000,31.64846,25.52782,28.39411,37.45796
2017-01-04|07:01:18.000,31.66992,25.52206,28.37238,37.24204
2017-01-04|07:01:28.000,31.65791,25.51631,28.39191,37.09484
2017-01-04|07:01:38.000,31.6459,25.51056,28.3701,37.01859
2017-01-04|07:01:48.000,31.63389,25.5048,28.39213,36.93291
2017-01-04|07:01:58.000,31.62181,25.49905,28.38367,36.84581
2017-01-04|07:02:08.000,31.60746,25.49329,28.3752,36.80204
2017-01-04|07:02:18.000,31.5954,25.48754,28.36674,36.74535
2017-01-04|07:02:28.000,31.59117,25.48178,28.35828,36.71935
2017-01-04|07:02:38.000,31.58694,25.47603,28.34982,36.73334
2017-01-04|07:02:48.000,31.5827,25.47027,28.36498,36.74732
2017-01-04|07:02:58.000,31.57847,25.46452,28.34473,36.76131
2017-01-04|07:03:08.000,31.57423,25.51608,28.34918,36.79493
2017-01-04|07:03:18.000,31.58694,25.53807,28.35363,36.81482
2017-01-04|07:03:28.000,31.59185,25.524,28.35808,36.83252
2017-01-04|07:03:38.000,31.58698,25.54612,28.36253,36.84605
2017-01-04|07:03:48.000,31.5821,25.49281,28.36698,36.85194
2017-01-04|07:03:58.000,31.57723,25.5386,28.34229,36.85782
2017-01-04|07:04:08.000,31.57235,25.49092,28.33925,36.8637
2017-01-04|07:04:18.000,31.58525,25.55135,28.33621,36.86958
2017-01-04|07:04:28.000,31.60015,25.53373,28.33318,36.90997
2017-01-04|07:04:38.000,31.60732,25.52041,28.33014,37.07297
2017-01-04|07:04:48.000,31.6145,25.47141,28.3271,37.0895
2017-01-04|07:04:58.000,31.62168,25.5114,28.32407,37.05354
2017-01-04|07:05:08.000,31.64301,25.49304,28.32103,36.971
2017-01-04|07:05:18.000,31.66547,25.54799,28.31799,36.87693
2017-01-04|07:05:28.000,31.66711,25.48298,28.33801,36.81137
2017-01-04|07:05:38.000,31.65635,25.54083,28.32188,36.7569
2017-01-04|07:05:48.000,31.64835,25.54705,28.32221,36.70014
2017-01-04|07:05:58.000,31.6498,25.50459,28.31227,36.70475
2017-01-04|07:06:08.000,31.65125,25.56925,28.30666,36.7239
2017-01-04|07:06:18.000,31.6527,25.49039,28.30106,36.73759
2017-01-04|07:06:28.000,31.65416,25.54035,28.29545,36.71334
2017-01-04|07:06:38.000,31.65561,25.5292,28.29868,36.68908
2017-01-04|07:06:48.000,31.65706,25.50024,28.31204,36.66483
2017-01-04|07:06:58.000,31.65851,25.56893,28.29502,36.67393
2017-01-04|07:07:08.000,31.65996,25.47223,28.31365,36.68568
2017-01-04|07:07:18.000,31.66141,25.53679,28.30154,36.69744
2017-01-04|07:07:28.000,31.66286,25.51527,28.30664,36.7092
2017-01-04|07:07:38.000,31.66432,25.48537,28.29198,36.7419
2017-01-04|07:07:48.000,31.66577,25.53534,28.3037,36.79041
2017-01-04|07:07:58.000,31.66722,25.55145,28.31542,36.86041
2017-01-04|07:08:08.000,31.66867,25.53318,28.29177,36.91256
2017-01-04|07:08:18.000,31.67012,25.52314,28.29256,36.97313
